2024-02-10 11:12:33,097 INFO    StreamThr :76289 [internal.py:wandb_internal():86] W&B internal server running at pid: 76289, started at: 2024-02-10 11:12:33.095850
2024-02-10 11:12:39,674 INFO    WriterThread:76289 [datastore.py:open_for_write():87] open: /Users/lihongxuan/Desktop/AIPI/Courses/AIPI540/AIPI-540/classifier/wandb/run-20240210_111239-kk1bv7hh/run-kk1bv7hh.wandb
2024-02-10 11:12:39,675 DEBUG   SenderThread:76289 [sender.py:send():382] send: header
2024-02-10 11:12:39,718 DEBUG   SenderThread:76289 [sender.py:send():382] send: run
2024-02-10 11:12:40,203 INFO    SenderThread:76289 [dir_watcher.py:__init__():211] watching files in: /Users/lihongxuan/Desktop/AIPI/Courses/AIPI540/AIPI-540/classifier/wandb/run-20240210_111239-kk1bv7hh/files
2024-02-10 11:12:40,203 INFO    SenderThread:76289 [sender.py:_start_run_threads():1136] run started: kk1bv7hh with start time 1707581559.659915
2024-02-10 11:12:43,156 DEBUG   HandlerThread:76289 [system_info.py:_save_conda():220] Saving conda packages done
2024-02-10 11:12:43,157 INFO    HandlerThread:76289 [system_monitor.py:probe():229] Finished publishing system info
2024-02-10 11:12:43,157 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:12:43,157 DEBUG   SenderThread:76289 [sender.py:send():382] send: files
2024-02-10 11:12:43,158 INFO    SenderThread:76289 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-02-10 11:12:43,724 INFO    Thread-61 :76289 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/lihongxuan/Desktop/AIPI/Courses/AIPI540/AIPI-540/classifier/wandb/run-20240210_111229-kclksitw/files/conda-environment.yaml
2024-02-10 11:12:43,725 INFO    Thread-61 :76289 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/lihongxuan/Desktop/AIPI/Courses/AIPI540/AIPI-540/classifier/wandb/run-20240210_111229-kclksitw/files/wandb-metadata.json
2024-02-10 11:12:43,829 INFO    wandb-upload_0:76289 [upload_job.py:push():131] Uploaded file /var/folders/_s/sgnns_xx60vdrf8dbqgsl7400000gn/T/tmptqgtkvqcwandb/bd9ke8rq-wandb-metadata.json
2024-02-10 11:12:44,163 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:12:44,749 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: keepalive
2024-02-10 11:12:45,221 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:12:49,182 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:12:49,775 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: keepalive
2024-02-10 11:12:50,237 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:12:54,206 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:12:54,800 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: keepalive
2024-02-10 11:12:55,258 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:12:59,225 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:12:59,837 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: keepalive
2024-02-10 11:13:00,276 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:04,242 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:04,863 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: keepalive
2024-02-10 11:13:05,301 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:09,257 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:09,891 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: keepalive
2024-02-10 11:13:10,320 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:14,291 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:14,917 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: keepalive
2024-02-10 11:13:15,339 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:19,306 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:19,934 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: keepalive
2024-02-10 11:13:20,365 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:24,323 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:24,958 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: keepalive
2024-02-10 11:13:25,384 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:29,252 INFO    StreamThr :76289 [internal.py:wandb_internal():86] W&B internal server running at pid: 76289, started at: 2024-02-10 11:13:29.251046
2024-02-10 11:13:29,253 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status
2024-02-10 11:13:29,264 INFO    WriterThread:76289 [datastore.py:open_for_write():87] open: /Users/lihongxuan/Desktop/AIPI/Courses/AIPI540/AIPI-540/classifier/wandb/run-20240210_111329-64emolsk/run-64emolsk.wandb
2024-02-10 11:13:29,264 DEBUG   SenderThread:76289 [sender.py:send():382] send: header
2024-02-10 11:13:29,302 DEBUG   SenderThread:76289 [sender.py:send():382] send: run
2024-02-10 11:13:29,343 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:29,757 INFO    SenderThread:76289 [dir_watcher.py:__init__():211] watching files in: /Users/lihongxuan/Desktop/AIPI/Courses/AIPI540/AIPI-540/classifier/wandb/run-20240210_111329-64emolsk/files
2024-02-10 11:13:29,757 INFO    SenderThread:76289 [sender.py:_start_run_threads():1136] run started: 64emolsk with start time 1707581609.250332
2024-02-10 11:13:30,402 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:34,162 DEBUG   SystemMonitor:76289 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-02-10 11:13:34,165 DEBUG   SenderThread:76289 [sender.py:send():382] send: stats
2024-02-10 11:13:34,338 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: keepalive
2024-02-10 11:13:34,774 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:35,170 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:35,423 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:39,795 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:40,193 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:40,445 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:44,813 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:45,214 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:45,462 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:49,831 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:50,233 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:50,477 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:54,848 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:55,248 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:55,490 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:13:59,862 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:00,256 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:00,501 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:04,163 DEBUG   SenderThread:76289 [sender.py:send():382] send: stats
2024-02-10 11:14:04,873 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:05,508 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:06,169 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:09,890 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:10,519 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:11,183 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:14,913 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:15,532 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:16,194 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:19,932 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:20,549 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:21,208 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:24,949 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:25,561 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:26,228 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:29,966 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:30,584 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:31,280 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:34,159 DEBUG   SenderThread:76289 [sender.py:send():382] send: stats
2024-02-10 11:14:34,983 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:35,602 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:37,166 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:40,013 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:40,622 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:42,204 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:45,030 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:45,643 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:46,260 INFO    StreamThr :76289 [internal.py:wandb_internal():86] W&B internal server running at pid: 76289, started at: 2024-02-10 11:14:46.259806
2024-02-10 11:14:46,261 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status
2024-02-10 11:14:46,279 INFO    WriterThread:76289 [datastore.py:open_for_write():87] open: /Users/lihongxuan/Desktop/AIPI/Courses/AIPI540/AIPI-540/classifier/wandb/run-20240210_111446-j4iqub79/run-j4iqub79.wandb
2024-02-10 11:14:46,280 DEBUG   SenderThread:76289 [sender.py:send():382] send: header
2024-02-10 11:14:46,357 DEBUG   SenderThread:76289 [sender.py:send():382] send: run
2024-02-10 11:14:46,862 INFO    SenderThread:76289 [dir_watcher.py:__init__():211] watching files in: /Users/lihongxuan/Desktop/AIPI/Courses/AIPI540/AIPI-540/classifier/wandb/run-20240210_111446-j4iqub79/files
2024-02-10 11:14:46,862 INFO    SenderThread:76289 [sender.py:_start_run_threads():1136] run started: j4iqub79 with start time 1707581686.259438
2024-02-10 11:14:47,221 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:50,049 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:50,661 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:51,399 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: keepalive
2024-02-10 11:14:51,884 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
2024-02-10 11:14:52,236 DEBUG   HandlerThread:76289 [handler.py:handle_request():146] handle_request: status_report
