img,text,model,prompt,img_id
./JPEG_Dataset/11.jpg,"```
INGREDIENTS: PROTEIN BLEND (MILK PROTEIN ISOLATE, WHEY PROTEIN ISOLATE), POLYDEXTROSE (PREBIOTIC FIBER), ALMONDS, WATER, OATS (CONTAINS GLUTEN), UNSWEETED CHOCOLATE, ERYTHRITOL, GLYCERIN. CONTAINS LESS THAN 2% OF THE FOLLOWING: COCOA BUTTER, SEA SALT, NATURAL FLAVORS, SUNFLOWER LECITHIN (SUNFLOWER AND/OR SOY LECITHIN), STEVIA SWEETENER, SUCRALOSE.
CONTAINS: MILK, ALMONDS, SOY, WHEAT** ** TRACE AMOUNTS ARE UNAVOIDABLE IN FIELD GRAINS. OATS USED IN THIS PRODUCT ARE GLUTEN FREE. * PROCESSED IN A FACILITY THAT ALSO PROCESSES PEANUTS AND OTHER TREE NUTS.
DISTRIBUTED BY QUEST NUTRITION, LLC, EL SEGUNDO, CA 90245 • 888-212-0601 • QUESTNUTRITION.COM © 2022 QUEST NUTRITION, LLC
CONTAINS A BIOENGINEERED FOOD INGREDIENT.
```
",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,11
./JPEG_Dataset/12.jpg,"```
For more fun visit www.combos.com
Best Before 04/10/2024 34102ABALB07
Nutrition Facts
about 6 servings per container
Serving size 1 oz (28g/about 11 pieces)
Amount per serving
Calories 130
% Daily Value*
Total Fat 5g 6%
Saturated Fat 3g 15%
Trans Fat 0g
Cholesterol 0mg 0%
Sodium 300mg 13%
Total Carbohydrate 19g 7%
Dietary Fiber 0g 0%
Total Sugars 4g
Includes 0g Added Sugars 0%
Protein 2g
Vitamin D 0mcg 0%
Calcium 30mg 2%
Iron 0.6mg 4%
Potassium 130mg 2%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.
INGREDIENTS: WHEAT FLOUR, PALM OIL, DAIRY PRODUCT SOLIDS, MALTODEXTRIN, MODIFIED CORN STARCH; LESS THAN 2% OF: SALT, CHEESE BLEND (BAKERS AND CHEDDAR, PARMESAN AND ROMANO [MILK, CHEESE CULTURES, SALT, ENZYMES], ANNATTO [COLOR]), BAKING SODA, SODIUM PHOSPHATE, DEXTROSE, SOY LECITHIN, YEAST EXTRACT, NATURAL FLAVOR.
CONTAINS WHEAT, MILK, SOY.
CONTAINS BIOENGINEERED FOOD INGREDIENTS
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,12
./JPEG_Dataset/13.jpg,"```plaintext
CALCIUM PROPIONATE, SORBIC ACID (TO RETARD SPOILAGE).
CONTAINS: WHEAT, MILK, SOY.
PEPPERIDGE FARM, NORWALK, CT 06856
```
",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,13
./JPEG_Dataset/14.jpg,"```
Kellogg's
Raisin Bran
HIGH IN FIBER
Nutrition Facts
About 7 servings per container
Serving size 1 Cup (59g)
Cereal with 3/4 cup skim milk
Calories 190 250
% DV % DV
Total Fat 1g 1% 1.5% 2%
Saturated Fat 0g 0% 0% 0%
Trans Fat 0g
Polyunsat. Fat 0.5g
Monounsat. Fat 0g
Cholesterol 0mg 0% 0% 1%
Sodium 200mg 9% 280mg 12%
Total Carb. 47g 17% 55g 20%
Dietary Fiber 7g 26% 7g 26%
Total Sugars 17g
Incl. Added Sugars 9g 18% 9g 18%
Protein 5g 4% 11g 16%
Vitamin D 0mcg 0% 2.2mcg 10%
Calcium 20mg 0% 240mg 15%
Iron 1.8mg 10% 1.8mg 10%
Potassium 280mg 6% 550mg 10%
Niacin 15% 20%
Phosphorus 10% 25%
Magnesium 10% 15%
Zinc 10% 15%
Selenium 10% 20%
Copper 10% 20%
Manganese 80% 80%
* The % Daily Value (DV) tells you how much a nutrient
in a serving of food contributes to a daily diet. 2,000
calories a day is used for general nutrition advice.
Ingredients: Whole grain wheat,
raisins, wheat bran, sugar, brown
sugar syrup.
Contains 2% or less of malt flavor, salt.
CONTAINS WHEAT INGREDIENTS.
Distributed by Kellogg Sales Co.
Battle Creek, MI 49016
©, TM, © 2023 Kellogg NA Co.
Contains a bioengineered food ingredient
Kelloggs.com/DidYouKnow
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,14
./JPEG_Dataset/15.jpg,"```
Trix
Nutrition Facts
About 8 servings per container
Serving size 1 1/4 cup (39g)

Calories 160

Total Fat 2g 3%
Saturated Fat 0g 0%
Trans Fat 0g
Polyunsaturated Fat 0.5g
Monounsaturated Fat 1g
Cholesterol 0mg 0%
Sodium 180mg 8%
Total Carbohydrate 33g 12%
Dietary Fiber 1g 5%
Total Sugars 12g
Incl. Added Sugars 12g 24%
Protein 2g

Vitamin D 2mcg 10%
Calcium 130mg 10%
Iron 3.6mg 20%
Potassium 0mg 0%
Vitamin A 10%
Vitamin C 10%
Thiamin 20%
Riboflavin 20%
Niacin 20%
Vitamin B6 20%
Folate (45mcg folic acid) 20%
Vitamin B12 20%
Phosphorus 6%
Magnesium 4%
Zinc 20%

* Amount in cereal. A serving of cereal plus skim milk provides 3g Total Fat, less than 5mg Cholesterol, 230mg Sodium, 250g Total Carbohydrate (18g Total Sugars), 8g Protein, 3mcg Vitamin D, 280mg Calcium, 250mg Potassium.
** The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.

Ingredients: Whole Grain Corn, Sugar, Rice Flour, Corn Syrup, Canola and/or Sunflower Oil, Salt, Trisodium Phosphate, Natural and Artificial Flavor, Red 40, Yellow 6, Blue 1 and Other Color Added, Citric Acid, Malic Acid.

Vitamins and Minerals: Calcium Carbonate, Tricalcium Phosphate, Vitamin C (sodium ascorbate), Iron and Zinc (mineral nutrients), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), Vitamin B2 (riboflavin), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.

DISTRIBUTED BY GENERAL MILLS SALES, INC., MINNEAPOLIS, MN 55440 USA

Contains Bioengineered Food Ingredients
Learn more at Ask.GeneralMills.com

We welcome your questions and commets
general.mills.com
1.800.328.1144

© General Mills
Patent: generalmills.com/pat
This package is sold by weight, not by volume. You can be assured of proper weight even though some settling of contents normally occurs during shipment and handling.

F 3550710290 SSC 3509505920
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,15
./JPEG_Dataset/16.jpg,"```
CARAMEL
MILK CHOCOLATE
Experience luscious,
buttery caramel in our rich,
indulgent milk chocolate.

TEAR HERE
TO OPEN

GHIRARDELLI OF SAN FRANCISCO SINCE 1852

Nutrition Facts
4 servings per container
Serving size 2 squares (35g)
Amount per serving
Calories 170 % Daily Value*
Total Fat 10g 13%
Saturated Fat 6g 30%
Trans Fat 0g
Cholesterol 5mg 2%
Sodium 50mg 2%
Total Carbohydrate 21g 8%
Dietary Fiber <1g 4%
Total Sugars 19g
Includes 16g Added Sugars 32%
Protein 2g
Vit. D 0mcg 0% Calcium 50mg 4%
Iron 0.2mg 0% Potas. 105mg 2%
The % Daily Value tells you how much a nutrient in
a serving of food contributes to a daily diet. 2,000
calories a day is used for general nutrition advice.

Ingredients: Sugar, whole milk powder, cocoa
butter, corn syrup, unsweetened chocolate, sweetened
condensed milk (milk, sugar), palm oil, butter (cream,
salt), sodium citrate, soy lecithin, natural flavor,
extracts of oregano, flaxseed, plum, and green tea (to
preserve freshness), salt, vanilla extract.
May contain tree nuts.

Manufactured by
Ghirardelli Chocolate Company,
San Leandro, CA 94578, U.S.A.

©2022 GCC. GCC# 40002053

please
recycle

COCOA
FOR MORE INFORMATION
ABOUT OUR INGREDIENTS
AND SUSTAINABLE
SOURCING VISIT
ghirardelli.com/sustainability
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,16
./JPEG_Dataset/17.jpg,"```
Ingredients: Enriched flour (Wheat flour, Niacin, Reduced iron, Vitamin B1 [Thiamin mononitrate], Vitamin B2 [Riboflavin], Folic acid), Soybean oil (With TBHQ for freshness), Degerminated yellow corn flour, Cheddar cheese (milk, cheese cultures, salt, enzymes), contains two percent or less of: Salt, whey, leavening (Baking soda, Sodium acid pyrophosphate, Monocalcium phosphate), Natural and artificial flavors, Soy lecithin, Yellow 6, Yellow 5, Enzymes, Cheese made with skim milk.

Questions or Comments?
VISIT kelloggs.com
CALL 1-800-962-1413
(Se habla español)

Distributed by Kellogg Sales Co.
Battle Creek, MI 49016
©, TM, ® 2021 Kellogg NA Co.

Contains a bioengineered food ingredient.
No High Fructose Corn Syrup
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,17
./JPEG_Dataset/18.jpg,"```
Nutrition Facts Serving size 1 Package (60g) 
Amount per serving Calories 300 %DV* Total Fat 14g 18%
Saturated Fat 1.5g 8% Trans Fat 0g 
Cholesterol 0mg 0% Sodium 380mg 16%
Total Carbohydrate 38g 14% Dietary Fiber 2g 7% 
Total Sugars 12g Includes 12g Added Sugars 24%
Protein 5g Vitamin D 0% Calcium 2% Iron 10%
Potassium 6%

INGREDIENTS: CORN, CORN OIL, SUGAR, SALT, SODIUM DIACETATE, MALTODEXTRIN (MADE FROM CORN), AUTOLYZED YEAST EXTRACT, CITRIC ACID, SPICE, YEAST EXTRACT, NATURAL FLAVORS (INCLUDING SMOKE), COLOR (PAPRIKA EXTRACT), TORULA YEAST, AND SUNFLOWER OIL. 

CONTAINS A BIOENGINEERED FOOD INGREDIENT. 
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,18
./JPEG_Dataset/19.jpg,"```
INGREDIENTS: CORN SYRUP, SUGAR, PALM AND SOYBEAN OILS WITH TBHQ AND CITRIC ACID TO PROTECT FLAVOR, DEXTROSE, WATER, COCOA. CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: PALM AND PALM KERNEL OIL, WHEY (MILK), BAKING SODA, CARAMEL COLOR, DRIED EGGS, CORN STARCH, SALT, MONO- AND DIGLYCERIDES, SOY LECITHIN, NATURAL AND ARTIFICIAL FLAVORS, POLYSORBATE 60, POLYSORBATE 80, SORBITAN MONOSTEARATE, SORBIC ACID (TO PRESERVE FRESHNESS), RED 40, YELLOW 5, BLUE 1. ALLERGY INFORMATION: CONTAINS WHEAT, MILK, EGGS, SOY. MAY CONTAIN PEANUTS, TREE NUTS.
McKeeFoods P.O. BOX 750, COLLEGEDALE, TN 37315
©2022 

CONTAINS A BIOENGINEERED FOOD INGREDIENT.
```
Please note that this is an approximation as the text is slightly obscured and warped due to the perspective in the photograph. Some information such as nutritional facts is incomplete and unreadable, so I provided only the legible sections above.",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,19
./JPEG_Dataset/20.jpg,"```
CONTAINS WHEAT INGREDIENTS.
ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CANOLA OIL, CORN OIL, PALM OIL, SOYBEAN OIL), SEMI-SWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, VANILLIN), SUGAR, DEGERMINATED YELLOW CORN FLOUR, DEXTROSE, CORNSTARCH, BAKING SODA, SALT, NATURAL AND ARTIFICIAL FLAVOR.
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,20
./JPEG_Dataset/21.jpg,"```plaintext
Nutrition Facts
Amount Per Serving C DV*
Per serving Per container
Calories 270
Total Fat 13g 17% 26g 33%
Saturated Fat 6g 30% 12g 60%
Trans Fat 0g
Cholesterol 0mg 0% 0mg 0%
Sodium 200mg 9%
Total Carb. 27g 10% 54g 20%
Dietary Fiber 0g 1g
Total Sugars 13g 26g
Inc. Added Sugars 13g 26% 26g 52%
Protein 3g 6g
Vitamin D 0mcg 0% 0mcg 0%
Calcium 85mg 6% 170mg 10%
Iron 1.1mg 6% 2.2mg 10%
Potassium 70mg 2% 140mg 2%
The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.
Questions or comments, call 1-800-522-4499 or write to McKee Foods Consumer Services, P.O. Box 750, Collegedale, TN 37315
For more information please visit www.littledebbie.com

INGREDIENTS: ENRICHED BLEACHED FLOUR (WHEAT FLOUR, BARLEY MALT, NIACIN, REDUCED IRON,
THIAMIN MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID), WATER, PALM OIL,
DEXTROSE, SOYBEAN OIL WITH TBHQ AND CITRIC ACID TO PROTECT FLAVORY, YEAST.
CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: CORN STARCH, MONO- AND DIGLYCERIDES, SOY
FLOUR, NONFAT DRY MILK, SALT, LEAVENING (SODIUM ACID PYROPHOSPHATE, BAKING SODA), DRIED
EGGS, WHEAT STARCH, DATEM, ENZYME, ACTIVE DRY YEAST, SOY LECITHIN, POTASSIUM
SORBATE, DRIED HONEY, SOY LECITHIN, CALCIUM CARBONATE, CALCIUM STEAROYL LACTYLATE, AGAR,
ENZYMES, TITANIUM DIOXIDE (COLOR), COCOA, ASCORBIC ACID, HYDROGENATED SOYBEAN OIL, CALCIUM
PEROXIDE, ENZYME, ARTIFICIAL FLAVORS (CONTAINS LEMON), CALCIUM SULFATE
ALLERGY INFORMATION: CONTAINS WHEAT, SOY, EGGS, AND MILK.
LDS-NP-04-21-E 8329
```
",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,21
